year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports
1325,9,21,خروج کامل شوروی از ایران تا ۲۱ آذر، اعلام سرکوب و فروپاشی دولت خلق آذربایجان، توسط ارتش شاهنشاهی ایران در تبریز و بازگشت آذربایجان به خاک ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ارتش شاهنشاهی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}, {'text': '۱ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%B0%D8%B1'}]",1946,12,12,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,"Full Soviet withdrawal from Iran until December 5, declared the repression and collapse of the People's Government of Azerbaijan by the Iranian Imperial Army in Tabriz and the return of Azerbaijan to Iranian territory",1.0,,,,,
1325,9,24,پایان غائله آذربایجان,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'غائله آذربایجان', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%A6%D9%84%D9%87_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86'}]",1946,12,15,https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%A6%D9%84%D9%87_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_crisis_of_1946,Iran crisis of 1946,,,,,,
1325,9,21,خروج کامل شوروی از ایران تا ۲۱، اعلام سرکوب و فروپاشی دولت فرقه دموکراتبایجان، توسط ارتش شاهنشاهی ایران در تبریز و بازگشتبایجان به خاک ایران,"[{'text': 'ارتش شاهنشاهی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}]",1946,12,12,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,"Full Soviet withdrawal from Iran to 6, declare the repression and collapse of the Democratic September government by the Iranian Imperial Army in Tabriz and the return to Iranian territory",1.0,,,,,
1326,4,24,احمد قوام، محمود جم نخست وزیر سابق ایران را به وزارت جنگ معرفی کرد.,"[{'text': 'احمد قوام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D9%88%D8%A7%D9%85'}, {'text': 'محمود جم', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AC%D9%85'}]",1947,7,16,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D9%88%D8%A7%D9%85,https://en.wikipedia.org/wiki/Ahmad_Qavam,Ahmad Qavam,1.0,,,,,
1326,4,25,افتتاحیه و شروع به کار دوره پانزدهم مجلس شورای ملی و تعیین رضا حکمت به ریاست موقت آن,"[{'text': 'دوره پانزدهم مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%BE%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}, {'text': 'رضا حکمت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AD%DA%A9%D9%85%D8%AA'}]",1947,7,17,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%BE%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C,<No English page found>,Opening and Starting of the Fifteenth National Assembly and appointing Reza Hekmat to its interim president,1.0,,,,,
1326,6,9,علی پاتریک پهلوی، از فرزندان علیرضا پهلوی یکم,"[{'text': 'علی پاتریک پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%BE%D8%A7%D8%AA%D8%B1%DB%8C%DA%A9_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1947,9,1,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%BE%D8%A7%D8%AA%D8%B1%DB%8C%DA%A9_%D9%BE%D9%87%D9%84%D9%88%DB%8C,https://en.wikipedia.org/wiki/Patrick_Ali_Pahlavi,Patrick Ali Pahlavi,,,,,,
1326,7,29,مصدق، حائری زاده، صالح، هدایتی، علوی، حسین مکی دولت رزم آرا را به علت تعلل در استیفای حقوق ملت ایران و عدم اجرای قانون، در مورد نفت جنوب استیضاح نمودند.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حسین مکی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DA%A9%DB%8C'}]",1947,10,22,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DA%A9%DB%8C,https://en.wikipedia.org/wiki/Hossein_Makki,Hossein Makki,1.0,,,,,
1326,9,20,۲۰ و ۸ - کشتار الخصاص و کشتار بلد الشیخ که در آن گروه‌های مسلح صهیونیستی هاگانا به کشتار فلسطینی‌های غیرنظامی پرداختند.,"[{'text': 'هاگانا', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%DA%AF%D8%A7%D9%86%D8%A7'}, {'text': 'کشتار الخصاص', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%A7%D9%84%D8%AE%D8%B5%D8%A7%D8%B5'}, {'text': 'کشتار بلد الشیخ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%A8%D9%84%D8%AF_%D8%A7%D9%84%D8%B4%DB%8C%D8%AE'}]",1947,12,12,https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%A7%D9%84%D8%AE%D8%B5%D8%A7%D8%B5,https://en.wikipedia.org/wiki/Al-Khisas_raid,Al-Khisas raid,,,,,,
1327,10,16,حادثه ۱۶ دی داگلاس دی‌سی-۳ شرکت سهامی هواپیمایی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شرکت سهامی هواپیمایی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%DA%A9%D8%AA_%D8%B3%D9%87%D8%A7%D9%85%DB%8C_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۶ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%AF%DB%8C'}]",1949,1,6,https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%DA%A9%D8%AA_%D8%B3%D9%87%D8%A7%D9%85%DB%8C_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,D-Douglas DC-2 incident of Iran Airlines Company,,,,,,
1327,11,15,‌ ترور نافرجام محمدرضا پهلوی در مراسم سالگرد بازگشایی دانشگاه تهران,"[{'text': 'دانشگاه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'محمدرضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1949,2,4,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/University_of_Tehran,University of Tehran,,,,,,
1328,4,28,عبدالحسین هژیر به وزارت دربار منصوب شد.,"[{'text': 'عبدالحسین هژیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%DA%98%DB%8C%D8%B1'}]",1949,7,19,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%DA%98%DB%8C%D8%B1,https://en.wikipedia.org/wiki/Abdolhossein_Hazhir,Abdolhossein Hazhir,,,,,,
1328,5,6,پایان دوره پانزدهم مجلس شورای ملی,"[{'text': 'دوره پانزدهم مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%BE%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1949,7,28,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%BE%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C,<No English page found>,The end of the fifteenth term of the National Assembly,1.0,,,,,
1328,7,22,بست نشینی دکتر محمد مصدق و یارانش در دربار در اعتراض به انتخابات دوره شانزدهم مجلس شورای ملی,"[{'text': 'دوره شانزدهم مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D8%B4%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}, {'text': 'محمد مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}]",1949,10,14,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D8%B4%D8%A7%D9%86%D8%B2%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C,<No English page found>,Dr. Mohammad Mossadegh and his aides in the court in protest of the 16th National Assembly elections,1.0,1.0,,,,
1328,8,21,بنیان‌گذاری جبهه ملی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جبهه ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87%D9%87_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1949,11,12,https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87%D9%87_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/National_Front_(Iran),National Front (Iran),,,,,,
1329,2,17,بازگرداندن پیکر بی‌جان رضاشاه به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",1950,5,7,,,Restore to Reza Shah's lifeless body to Iran,,,,,,
1329,2,17,چاپ دو سری تمبر تدفین رضاشاه پهلوی,"[{'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",1950,5,7,,,Printing of two series of stamping stamp Reza Shah Pahlavi,,,,,,
1329,4,5,انتصاب سرلشکر حاجی‌علی رزم‌آرا توسط محمدرضاشاه پهلوی به مقام نخست‌وزیری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حاجی\u200cعلی رزم\u200cآرا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%D8%B9%D9%84%DB%8C_%D8%B1%D8%B2%D9%85%E2%80%8C%D8%A2%D8%B1%D8%A7'}, {'text': 'محمدرضاشاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'نخست\u200cوزیری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%AE%D8%B3%D8%AA%E2%80%8C%D9%88%D8%B2%DB%8C%D8%B1'}]",1950,6,26,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%D8%B9%D9%84%DB%8C_%D8%B1%D8%B2%D9%85%E2%80%8C%D8%A2%D8%B1%D8%A7,https://en.wikipedia.org/wiki/Haj_Ali_Razmara,Haj Ali Razmara,,,,,,
1329,4,25,قهرمانی اروگوئه در جام جهانی ۱۹۵۰,[],1950,7,16,,,Uruguay Championship in the World Cup,,,,,,1.0
1329,6,23,حادثه ۲۳ شهریور فروند داگلاس دی‌سی-۳,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۳ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]",1950,9,14,https://fa.wikipedia.org/wiki/%DB%B3_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,Douglas DC-1 incident in September,,,,,,
1329,9,10,حادثه ۱۰ آذر فروند داگلاس دی‌سی-۳,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1950,12,1,,,December 9th Douglas DC-1 incident,,,,,,
1329,12,22,آغاز حفاری غار هوتو در بهشهر (مازندران) از سوی کارلتون کون استاد مردم‌شناسی دانشگاه پنسیلوانیای آمریکا، آثار این غار از دوران نوسنگی یا غار نشینی است.,"[{'text': 'بهشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B4%D9%87%D8%B1'}, {'text': 'دانشگاه پنسیلوانیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D9%BE%D9%86%D8%B3%DB%8C%D9%84%D9%88%D8%A7%D9%86%DB%8C%D8%A7'}, {'text': 'غار هوتو', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%B1%D9%87%D8%A7%DB%8C_%D9%87%D9%88%D8%AA%D9%88_%D9%88_%DA%A9%D9%85%D8%B1%D8%A8%D9%86%D8%AF'}, {'text': 'مردم\u200cشناسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%B3%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}]",1951,3,13,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D9%BE%D9%86%D8%B3%DB%8C%D9%84%D9%88%D8%A7%D9%86%DB%8C%D8%A7,https://en.wikipedia.org/wiki/University_of_Pennsylvania,University of Pennsylvania,,,,,,
1329,12,24,تصویب قانون ملی‌شدن صنعت نفت,"[{'text': 'قانون ملی\u200cشدن صنعت نفت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA'}]",1951,3,15,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA,<No English page found>,Adoption,1.0,,,,,
1329,12,29,وضع قانون ملی‌شدن صنعت نفت,"[{'text': 'قانون ملی\u200cشدن صنعت نفت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA'}]",1951,3,20,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA,<No English page found>,The adoption of the nationalization of the oil industry,1.0,,,,,
1329,10,20,تهران - رادیو ایران پخش برنامه‌های خود را از میدان ارگ شروع می‌کند شبکه رادیویی تا اصفهان و مشهد را می‌پوشاند.,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'رادیو ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%DB%8C%D9%88_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'مشهد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B4%D9%87%D8%AF'}, {'text': 'میدان ارگ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D8%A7%D8%B1%DA%AF'}]",1951,1,10,https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%DB%8C%D9%88_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Radio_Iran,Radio Iran,,,,,,
1329,12,29,ملی شدن صنعت نفت ایران، مجلس سنا رأی مجلس شورای ملی را در مورد ملی شدن صنعت نفت تأیید کرد و محمدرضا پهلوی نیز آن را امضا کرد.,"[{'text': 'مجلس سنا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%86%D8%A7'}, {'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}, {'text': 'محمدرضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1951,3,20,https://fa.wikipedia.org/wiki/%D8%B3%D9%86%D8%A7,https://en.wikipedia.org/wiki/Senate,Senate,1.0,,,,,
1330,2,8,بنیان‌گذاری دولت نخست محمد مصدق,"[{'text': 'دولت نخست محمد مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}]",1951,4,29,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82,<No English page found>,Founding the first government Mohammad Mossadegh,1.0,,,,,
1330,2,27,سفیر انگلستان با تسلیم یادداشت تذکری به دولت ایران قانون ملی‌شدن صنعت نفت را خلاف قوانین بین‌المللی اعلام کرد,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سفیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%81%DB%8C%D8%B1'}, {'text': 'ملی\u200cشدن صنعت نفت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA'}]",1951,5,18,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA,<No English page found>,The British ambassador to the Iranian government declared the nationalization of the oil industry in violation of international law.,1.0,,,,,
1330,2,29,دولت موقت آمریکا تحت فشار شدید انگلستان اعلام کرد که شرکت‌های نفتی آمریکا در شرایط موجود (اختلاف ایران و انگلستان بر سر نفت) مایل به شرکت در فعالیت‌های نفتی ایران نیستند,"[{'text': 'آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1951,5,20,,,The interim US government under severe British pressure has announced that US oil companies are not willing to participate in Iranian oil activities in the current situation (Iran -British dispute over oil),1.0,,,,,
1330,4,15,انحلال کنسولگری ایران در اسرائیل به دستور دولت نخست محمد مصدق به دلیل مشکل‌های مالی,[],1951,7,7,,,The dissolution of the Iranian consulate in Israel on the orders of Mohammad Mossadegh's first government due to financial problems,1.0,,,,,
1330,4,23,تظاهرات حامیان حزب توده که در این مجموعه تظاهرات که در اعتراض به ورود آورل هریمن برگزار شد ۲۰ نفر در تهران جان خود را از دست دادند و در خوزستان ۱۷ نفر کشته و ۱۵۱ نفر مجروح شدند.,"[{'text': 'آورل هریمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%88%D8%B1%D9%84_%D9%87%D8%B1%DB%8C%D9%85%D9%86'}]",1951,7,15,https://fa.wikipedia.org/wiki/%D8%A2%D9%88%D8%B1%D9%84_%D9%87%D8%B1%DB%8C%D9%85%D9%86,https://en.wikipedia.org/wiki/W._Averell_Harriman,W. Averell Harriman,1.0,1.0,,,,
1330,6,18,تحریم ایران توسط بریتانیا،‌ به‌دلیل ملی شدن صنعت نفت,"[{'text': 'بریتانیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%DB%8C%D8%AA%D8%A7%D9%86%DB%8C%D8%A7'}]",1951,9,10,,,Britain's boycott of Iran because of the nationalization of the oil industry,1.0,,,,,
1330,7,23,مسکوت گذاشتن پیش‌نویس قطعنامه دولت انگلستان توسط شورای امنیت سازمان ملل متحد برای صادر شدن حکم دیوان داوری لاهه، پنج روز پس از سخنرانی دکتر محمد مصدق در دفاع از حقوق ملت ایران در مورد ملی شدن صنعت نفت,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'شورای امنیت سازمان ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'محمد مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}, {'text': 'ملی شدن صنعت نفت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA'}]",1951,10,16,https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D9%85%D9%86%DB%8C%D8%AA_%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF,https://en.wikipedia.org/wiki/United_Nations_Security_Council,United Nations Security Council,1.0,,,,,
